400 79500
320 375 3
153 222 4
311 140 8
96 264 8
19 386 2
153 373 1
74 85 6
242 13 8
254 265 6
97 86 3
228 158 10
107 117 6
309 360 1
288 173 3
361 154 5
396 170 3
35 60 1
141 201 6
280 105 1
107 31 6
383 183 9
31 102 7
296 393 6
191 338 9
309 242 10
98 118 5
148 60 9
79 293 8
398 45 3
87 129 9
128 222 5
290 366 8
25 199 4
167 114 8
298 377 7
314 174 2
219 44 3
37 209 2
0 280 10
314 389 10
249 124 8
384 293 7
268 374 4
253 268 2
240 395 9
83 375 7
388 121 4
1 234 9
259 146 6
99 100 10
152 46 7
93 335 4
13 12 4
255 263 10
352 246 6
121 284 10
373 58 3
283 396 5
244 144 8
297 108 3
67 161 7
365 276 2
365 48 3
2 160 1
92 393 5
89 238 7
276 394 7
53 268 1
90 44 7
169 321 8
184 172 5
191 55 2
359 4 4
252 21 5
393 326 7
387 166 5
21 77 7
385 45 5
288 183 3
13 90 8
322 225 4
335 87 1
35 111 7
42 202 10
360 39 1
51 310 1
9 103 10
222 353 9
168 232 5
238 306 7
334 199 1
124 140 8
138 220 1
7 42 1
32 51 4
195 197 3
185 189 6
296 49 7
223 302 6
152 83 4
193 16 8
106 382 4
81 387 2
250 41 5
293 103 1
270 111 5
182 118 9
29 121 5
143 353 10
355 176 7
171 88 7
277 288 5
337 49 5
233 252 7
120 275 2
385 263 5
273 373 7
63 208 2
242 192 1
202 395 5
57 387 2
260 374 5
319 270 10
372 381 7
75 390 5
331 235 3
331 75 8
357 301 7
157 1 9
258 120 1
134 165 7
29 182 10
53 221 10
127 35 2
189 174 10
102 199 10
80 315 7
104 195 3
100 48 5
368 320 1
135 53 4
336 8 7
41 59 6
32 337 1
149 193 1
162 318 1
236 60 7
258 326 8
152 295 10
100 199 8
201 357 2
183 395 1
298 251 2
15 91 10
258 73 1
11 344 10
22 264 3
250 63 9
303 216 1
231 341 8
242 12 6
138 243 4
338 109 7
58 165 5
356 363 7
346 355 7
262 332 8
234 89 1
348 258 9
301 63 6
161 346 2
75 8 2
30 270 7
252 28 4
132 392 6
369 265 7
53 344 10
91 150 6
263 264 4
224 354 3
287 387 2
221 96 2
65 13 9
128 225 6
42 194 5
106 372 6
26 340 5
85 23 3
318 231 2
113 8 10
104 251 9
64 382 7
333 251 3
47 66 3
294 333 4
269 112 2
188 189 5
45 399 10
237 164 5
51 232 5
122 370 4
171 224 1
29 112 6
96 303 8
274 200 1
123 202 5
10 293 9
87 311 5
47 197 4
245 144 4
194 380 9
32 261 5
72 208 5
278 350 3
60 356 7
173 257 2
221 237 3
158 235 7
215 51 4
148 121 5
92 62 5
317 328 2
327 176 7
215 254 7
385 214 9
265 312 1
363 168 9
298 127 1
368 239 1
108 244 2
213 376 7
81 67 8
4 141 10
64 330 4
275 123 3
256 172 4
42 149 4
202 365 4
69 296 8
212 2 3
161 62 3
97 76 1
115 225 3
93 203 10
57 81 5
260 127 1
208 354 10
377 102 2
377 179 3
83 278 10
85 166 10
297 271 6
157 387 8
29 153 4
64 70 8
250 202 10
233 17 2
353 321 6
266 279 9
134 9 8
41 202 8
36 396 4
15 99 2
175 11 1
285 96 5
281 282 10
84 284 3
281 294 4
126 42 7
356 207 9
169 6 10
143 23 7
275 68 9
122 14 6
297 191 5
73 313 7
151 164 8
322 123 8
82 145 1
238 233 1
56 11 1
377 148 8
208 194 3
149 179 3
157 37 1
53 396 1
359 200 5
225 313 10
119 188 7
68 326 5
80 157 6
152 251 8
158 398 1
35 132 5
137 363 1
316 115 7
239 129 8
379 109 4
266 142 8
41 74 3
209 348 10
282 22 4
393 204 1
124 390 7
89 212 7
282 95 2
104 232 2
224 377 6
271 321 4
232 110 5
107 62 3
353 144 8
109 298 5
63 31 9
272 15 6
268 288 6
335 121 8
377 180 4
228 212 1
352 179 8
269 117 7
33 99 8
167 262 1
32 247 3
258 310 3
102 288 9
197 169 3
364 267 1
395 26 9
230 4 4
0 162 7
108 81 7
235 8 7
254 9 5
312 171 8
373 91 4
383 55 1
310 35 1
134 188 7
349 373 3
98 176 5
385 274 2
182 53 8
223 390 3
89 65 2
69 119 9
77 367 7
11 257 10
274 273 4
44 256 7
223 70 7
30 225 8
160 177 7
65 143 6
393 175 1
247 82 8
88 132 2
212 377 4
23 119 8
259 45 4
52 155 4
54 244 10
211 2 6
159 19 9
79 343 7
31 241 7
105 328 7
92 310 8
14 239 10
19 59 1
48 247 10
65 85 6
86 174 7
33 345 9
370 174 6
319 330 1
344 228 1
41 391 4
162 12 8
128 318 7
299 262 8
53 279 2
378 10 6
201 52 4
251 380 5
176 370 6
46 324 4
336 286 9
40 190 3
338 41 7
120 136 3
82 391 1
279 344 3
22 58 4
10 221 10
14 372 9
10 38 8
127 370 4
59 311 5
369 319 8
169 264 5
263 170 5
195 289 10
297 337 10
120 32 7
98 91 8
213 393 1
92 28 6
130 85 1
238 219 2
364 331 3
258 301 8
196 269 9
304 232 4
80 240 4
304 139 2
118 377 10
102 12 8
341 240 5
47 268 9
266 275 2
225 3 6
135 78 6
359 392 8
275 32 8
87 16 7
160 98 2
338 19 4
171 25 8
109 167 10
66 181 6
270 42 2
41 34 1
17 30 6
388 270 4
153 344 7
80 23 6
179 301 4
23 107 5
112 216 3
305 146 6
168 227 3
99 350 7
287 335 2
309 276 9
187 226 2
36 60 2
249 330 5
177 139 3
124 51 9
232 198 10
183 258 4
126 370 7
137 215 4
185 293 7
320 98 10
111 398 6
345 191 3
96 241 9
265 341 8
120 239 1
2 43 4
117 354 7
282 228 9
345 34 2
323 232 8
307 389 7
46 75 5
151 319 1
365 288 4
15 321 1
263 371 4
2 197 5
282 364 6
71 231 5
160 102 3
189 56 9
117 310 2
325 208 4
228 341 1
123 213 10
362 384 2
212 254 6
395 188 5
190 258 7
322 378 5
358 339 3
11 118 2
355 185 9
205 265 2
329 365 4
193 123 4
66 155 1
94 256 8
235 62 5
354 207 6
311 75 6
109 259 3
94 147 3
275 25 3
179 79 5
251 80 6
363 139 4
269 181 2
23 19 6
294 27 10
164 123 9
277 76 4
91 194 3
268 349 2
19 270 6
301 53 4
69 188 3
373 246 10
85 278 10
157 153 1
144 74 3
364 52 10
248 231 3
269 377 10
353 231 2
274 192 2
322 374 4
370 110 6
28 227 1
173 28 7
220 302 6
387 154 8
17 73 1
59 387 4
7 363 9
240 394 9
95 53 1
1 150 7
214 369 5
319 335 1
83 65 10
111 55 8
189 98 9
110 396 6
277 359 2
330 244 8
220 347 9
57 268 4
378 215 6
145 167 5
77 228 4
389 106 7
345 194 4
16 139 5
161 247 10
166 328 6
222 164 7
188 240 10
327 34 10
99 215 3
58 326 4
303 31 2
325 143 6
192 94 7
66 273 3
43 393 6
193 348 6
290 331 5
198 187 8
51 64 9
188 361 5
390 6 10
290 304 3
388 55 3
190 358 6
164 171 1
240 27 8
99 283 9
68 174 1
328 393 5
354 359 9
202 393 4
234 229 1
240 307 6
218 239 9
233 399 2
71 105 5
104 126 7
363 333 7
215 323 7
249 287 10
225 293 7
318 327 4
61 93 7
395 294 5
297 58 3
43 148 7
71 64 9
202 385 8
173 270 5
288 127 2
241 367 6
160 83 6
280 339 1
197 287 5
63 371 10
25 102 7
117 79 2
399 119 5
222 166 9
203 175 8
163 268 1
21 251 5
384 185 4
95 43 7
296 281 2
382 77 4
395 235 5
353 49 8
51 55 1
115 106 8
93 153 10
50 57 9
35 85 6
142 84 6
159 369 2
86 302 9
227 140 1
54 26 6
336 38 1
3 146 2
399 3 4
39 379 8
320 66 8
26 274 9
365 213 5
149 29 4
75 253 6
230 69 9
278 247 9
56 208 4
271 164 9
29 195 3
79 299 6
173 104 9
152 43 10
135 253 3
220 208 8
82 158 7
31 314 5
118 91 5
279 355 1
4 170 4
390 373 9
335 38 8
11 214 7
339 270 1
148 161 5
104 64 2
31 209 7
271 19 4
342 35 6
181 2 8
393 235 8
82 106 2
134 206 7
323 52 1
142 108 4
339 11 8
141 331 10
266 216 3
306 158 1
184 88 1
375 230 4
44 197 2
382 34 5
372 24 10
189 215 2
255 259 10
388 289 10
332 219 10
76 141 10
244 333 4
277 86 2
254 226 6
291 168 4
312 308 1
251 326 6
305 176 2
294 167 3
111 166 4
307 87 7
312 352 5
36 172 3
51 39 4
333 49 10
120 362 5
351 52 8
155 389 2
138 50 6
284 92 5
273 261 5
269 214 7
275 273 1
308 16 1
382 28 9
135 33 3
19 65 2
146 26 6
235 29 2
19 374 6
56 102 6
197 16 6
227 207 5
244 24 4
164 106 6
275 85 4
92 34 7
25 330 9
26 327 8
228 288 10
48 385 4
201 126 5
269 280 8
321 334 1
157 195 9
189 219 4
323 150 10
211 396 9
164 157 9
182 201 8
143 311 10
121 91 3
15 199 10
200 92 5
225 304 5
0 329 1
292 318 4
45 3 7
290 324 6
295 46 10
358 196 10
4 181 5
153 247 3
90 172 10
312 264 2
368 74 2
268 398 5
335 282 9
242 299 2
293 360 6
200 118 2
258 378 9
7 170 4
108 289 2
199 90 2
140 119 7
204 239 8
247 206 1
323 330 3
216 397 4
259 297 1
21 203 8
61 262 4
115 145 10
109 352 3
263 213 10
256 369 3
308 231 2
28 189 9
124 45 6
217 347 5
81 300 10
251 340 10
200 306 2
396 323 9
90 105 5
311 8 7
48 9 5
307 49 9
27 353 3
168 253 10
230 24 1
273 297 7
66 360 2
330 92 8
97 41 1
183 391 10
197 105 3
100 353 8
92 105 9
136 291 2
349 295 10
284 143 4
51 60 3
136 43 8
392 193 7
314 129 5
370 379 3
77 360 4
148 257 10
193 333 4
209 357 5
344 31 10
169 247 3
205 328 2
129 17 6
90 194 5
287 269 6
76 33 9
346 96 1
190 252 5
16 385 4
317 171 9
126 371 9
237 44 4
77 252 7
233 361 5
359 367 4
118 288 8
396 100 5
206 58 7
90 104 2
236 84 3
18 44 10
165 143 9
267 324 9
158 87 10
215 212 5
210 251 6
306 260 2
165 35 3
45 326 3
198 204 2
290 282 10
128 245 3
184 118 5
11 338 2
25 270 6
164 141 2
342 166 10
126 62 8
62 79 2
93 53 10
109 84 6
58 30 10
68 382 6
68 242 1
308 125 5
331 317 3
83 330 8
318 338 8
40 25 9
299 195 6
77 326 9
200 222 10
243 137 2
340 237 7
387 249 8
182 179 4
15 228 5
324 79 5
309 153 2
99 381 5
62 58 9
94 123 7
169 42 9
261 11 2
396 360 7
138 360 3
173 55 6
356 57 3
133 254 9
216 296 8
330 137 7
382 230 4
162 308 10
231 346 5
36 110 1
245 295 5
286 58 1
150 160 4
302 236 9
87 66 9
140 116 10
210 198 1
103 126 8
204 42 5
125 165 7
324 31 4
394 146 1
198 146 3
281 315 7
105 45 6
316 296 9
245 195 2
344 114 4
74 8 8
71 161 4
191 215 6
335 111 5
198 330 6
235 311 4
266 303 10
96 203 5
97 23 7
226 32 8
315 123 2
381 85 1
124 349 4
270 346 2
307 190 8
167 240 8
37 333 2
75 344 7
362 47 8
343 25 8
113 189 7
25 66 3
104 295 2
37 315 3
127 20 4
2 361 1
83 168 8
74 35 4
219 112 2
351 237 2
32 229 6
227 248 5
214 240 5
151 72 8
163 247 9
302 338 7
191 255 8
1 18 2
139 44 5
196 345 10
320 284 3
127 132 4
336 165 3
329 120 4
316 285 10
234 387 5
0 234 8
349 50 6
195 350 9
322 108 4
46 279 3
239 146 4
375 308 9
306 353 6
2 338 8
49 29 7
238 369 10
344 51 3
380 215 6
357 262 4
102 280 9
282 262 2
147 178 8
89 130 10
319 194 4
161 323 9
279 52 7
76 289 3
303 392 8
218 142 8
180 69 2
233 146 5
224 70 10
22 289 10
11 387 9
23 89 10
355 154 6
86 383 7
232 325 7
113 183 6
263 114 7
149 87 3
284 314 8
340 229 3
383 106 3
385 390 4
251 52 6
8 320 5
3 130 3
294 177 3
125 79 10
270 63 6
232 183 1
39 325 3
297 336 10
71 186 3
321 37 6
345 27 5
25 26 1
78 315 8
281 173 2
296 1 7
11 146 2
185 200 4
236 93 2
187 96 10
285 151 5
339 168 7
133 129 4
70 189 4
233 301 10
64 24 1
228 174 6
61 90 8
12 252 5
215 25 7
311 267 5
105 138 5
310 332 1
295 316 7
31 1 10
151 223 5
210 25 3
130 171 8
331 271 9
353 82 4
228 230 2
188 220 10
21 265 1
131 296 9
371 240 7
207 2 6
32 42 10
177 151 3
291 333 9
288 266 4
18 8 5
373 9 7
131 381 5
116 386 3
259 32 10
158 120 4
21 10 5
18 312 10
388 35 3
10 74 3
213 177 10
326 81 4
7 49 4
170 222 8
62 242 6
53 397 3
331 21 7
331 383 2
92 115 4
220 378 9
212 30 6
75 142 3
313 270 9
13 323 1
296 132 5
143 33 2
22 256 2
136 382 3
198 256 10
305 208 4
125 82 3
29 199 3
237 203 6
277 57 7
139 265 2
306 393 10
190 41 6
191 100 9
92 197 6
205 95 2
23 137 10
270 389 9
208 4 8
12 334 5
276 112 4
115 29 10
259 47 8
182 244 4
61 39 4
1 19 6
224 255 6
275 51 10
12 296 5
163 332 1
311 52 6
91 377 4
159 119 6
363 348 7
122 373 7
373 82 7
232 244 3
218 177 1
78 178 1
41 368 10
354 272 9
227 377 1
353 324 5
47 166 3
274 367 10
295 180 3
20 201 1
259 254 1
241 354 1
255 199 5
365 31 9
119 288 6
40 285 2
250 6 7
287 15 4
122 238 7
243 272 9
182 397 8
299 36 10
154 65 7
38 104 7
151 170 6
57 8 4
175 271 1
114 110 6
342 393 2
112 15 3
127 365 2
305 255 4
371 362 10
165 16 4
251 37 6
92 219 2
58 158 5
160 53 3
364 153 2
82 355 8
148 57 5
40 217 9
131 87 9
120 312 1
380 74 9
132 157 9
399 279 4
7 396 10
149 345 10
145 237 6
46 317 4
341 50 7
219 245 4
125 238 9
148 2 9
321 277 5
332 302 8
281 324 1
7 123 8
140 101 2
148 174 6
366 185 10
369 311 3
163 186 1
245 32 3
368 359 5
385 2 10
230 103 6
194 184 10
67 90 10
44 303 4
393 304 3
338 323 9
32 237 10
114 26 8
396 143 10
375 58 5
327 281 4
95 57 10
132 270 1
237 361 2
83 384 8
291 9 1
142 79 8
81 354 1
2 155 6
318 258 6
261 99 8
238 307 4
322 336 9
325 225 4
343 155 10
384 20 9
386 359 10
71 29 2
107 158 4
20 45 8
221 54 4
159 36 7
235 115 3
117 73 7
250 73 10
328 371 4
44 399 10
199 362 2
135 81 1
299 394 2
0 13 5
292 334 1
60 40 5
273 76 5
191 22 9
282 97 9
319 148 6
325 23 6
382 347 9
326 78 7
231 297 8
32 330 4
372 127 8
309 246 6
287 58 2
189 257 7
58 239 2
75 63 1
266 189 8
60 34 10
177 89 5
301 327 6
361 74 10
81 384 5
66 3 10
320 133 10
76 173 9
80 143 2
331 245 4
314 236 10
264 373 7
139 61 7
124 228 7
184 92 1
186 337 8
386 98 10
180 289 9
205 370 3
269 293 1
101 190 1
139 264 7
104 36 10
336 190 2
143 235 1
391 171 1
51 385 3
380 118 7
44 282 5
144 273 3
237 345 7
94 140 4
243 240 10
27 267 2
357 369 8
125 376 1
275 171 3
34 64 6
373 89 1
198 366 2
332 177 4
62 193 7
198 45 7
36 277 4
270 258 8
164 348 3
168 19 7
141 84 10
170 363 1
207 96 6
207 274 4
358 244 1
148 51 5
356 33 8
145 382 4
115 269 4
396 25 6
187 255 3
265 287 9
122 54 7
272 187 9
35 270 5
3 385 1
254 196 5
378 227 7
287 235 3
23 367 1
199 327 5
282 87 9
201 284 7
262 212 10
30 216 8
361 231 8
1 348 8
247 358 6
321 80 10
255 195 10
221 57 5
78 340 8
336 221 6
270 99 1
54 143 2
21 279 10
197 263 5
246 382 5
161 316 2
248 369 2
56 312 2
181 69 9
224 228 7
164 393 2
251 278 5
339 211 10
132 366 6
324 158 4
337 58 7
232 8 1
17 213 5
182 360 5
235 155 4
196 127 9
202 85 3
84 79 6
347 79 2
105 286 10
336 219 6
203 47 6
256 23 3
224 110 7
273 115 3
214 208 3
382 3 7
150 335 5
375 378 9
372 218 8
191 168 4
144 260 3
198 86 10
92 383 3
114 89 10
381 105 5
96 378 5
11 225 2
195 382 7
199 174 6
339 194 5
391 38 3
294 215 10
39 56 5
372 61 10
291 249 8
201 166 8
107 155 7
314 277 9
53 204 9
337 102 10
30 202 1
271 63 3
110 88 4
332 248 2
275 117 1
103 11 8
349 130 8
248 117 10
142 183 4
92 96 5
292 116 7
309 12 7
352 130 3
35 107 5
123 49 4
35 376 2
289 367 1
110 11 3
135 152 3
283 214 9
281 264 9
298 61 9
320 6 1
69 79 3
211 126 6
20 230 6
366 18 6
375 32 3
49 22 9
174 362 7
390 231 9
78 169 2
261 225 8
390 4 6
292 254 9
286 53 4
135 382 3
289 328 7
229 242 5
181 151 4
312 270 9
68 332 1
138 352 2
116 137 10
171 287 8
267 54 8
165 255 9
207 72 8
297 377 1
357 148 7
119 177 2
271 306 9
149 31 8
72 8 4
102 384 1
259 285 9
36 153 9
282 315 2
7 390 9
211 53 9
294 7 6
381 379 7
262 216 5
396 209 2
183 264 7
288 327 9
398 266 1
95 313 7
327 99 7
323 49 7
173 112 4
261 140 2
371 198 6
380 158 6
234 189 3
106 61 7
277 381 7
377 364 2
33 95 2
152 360 1
198 165 8
25 367 7
273 137 5
114 118 7
125 333 2
33 379 7
195 335 5
375 323 7
16 54 4
68 389 8
81 268 1
155 45 9
386 26 3
194 33 8
308 275 1
385 382 3
303 107 1
299 177 6
148 369 1
290 155 6
80 389 10
247 244 2
229 209 9
174 8 10
391 39 9
255 19 4
240 235 2
309 305 5
1 271 3
315 357 10
129 391 2
283 199 8
386 395 5
1 166 7
277 363 10
99 391 3
177 253 1
166 207 9
323 19 3
167 220 5
176 390 6
162 9 9
62 276 2
383 25 1
384 279 6
241 19 1
222 207 9
294 377 7
42 317 1
159 112 5
81 357 9
91 214 7
358 234 1
141 151 4
96 9 9
152 299 8
96 263 6
291 327 8
8 157 10
347 390 5
361 122 1
96 170 7
167 328 7
227 187 4
115 250 4
339 196 6
135 198 1
136 48 9
352 293 8
391 95 3
313 390 4
191 78 2
260 216 7
274 230 6
268 300 4
164 187 10
287 16 10
148 120 1
322 67 8
81 235 5
131 359 5
233 338 3
186 121 2
134 396 8
240 315 4
251 167 1
78 310 9
38 93 6
340 44 5
228 11 3
89 118 1
71 305 4
360 57 4
207 167 2
96 250 4
287 30 2
24 256 9
79 320 5
220 185 4
388 245 9
31 253 8
218 351 9
306 385 3
67 34 7
339 305 10
265 277 3
39 230 2
262 232 2
164 131 9
305 311 7
45 306 6
326 3 3
155 183 8
79 331 3
379 127 3
308 106 5
306 174 4
105 295 8
65 357 8
226 331 7
71 76 10
38 56 4
256 247 10
231 365 6
172 35 6
194 101 7
238 174 1
347 235 7
118 201 10
143 203 9
147 309 9
151 179 4
388 394 4
145 64 3
373 319 10
384 2 6
186 43 6
74 70 3
125 158 1
345 279 10
80 311 4
353 320 8
372 303 10
269 207 1
253 101 3
122 107 7
330 332 6
197 136 7
193 57 9
74 247 1
286 292 9
233 378 9
105 56 2
157 188 2
365 19 5
319 97 9
33 27 6
145 101 5
56 287 9
296 349 6
175 349 3
149 146 8
10 395 7
80 395 1
202 58 9
196 247 7
47 207 5
111 27 4
221 73 7
242 329 3
183 166 10
236 397 4
9 212 7
62 281 5
271 229 8
31 222 2
220 300 1
387 58 3
42 265 8
95 31 10
138 282 7
183 138 3
358 55 5
344 113 1
328 136 7
59 127 6
359 326 8
320 291 2
85 276 6
281 225 4
153 251 5
301 145 5
12 339 9
263 176 10
245 292 1
280 41 9
126 55 6
51 208 9
95 202 1
344 237 7
215 252 9
370 47 9
318 387 5
276 157 5
211 274 8
262 19 1
75 391 2
173 278 5
108 295 2
379 293 8
18 354 6
106 198 8
162 384 2
239 155 5
43 176 7
22 96 8
53 34 2
91 324 10
196 11 2
43 231 7
27 282 6
239 114 4
101 343 8
240 143 6
278 293 3
368 66 6
177 96 4
21 98 2
378 265 3
215 28 2
105 28 4
92 307 2
123 284 3
89 348 4
125 135 5
315 152 7
203 64 9
42 190 1
31 188 7
249 350 8
304 154 10
328 22 3
399 278 1
298 263 5
389 311 8
163 171 6
2 189 7
57 289 9
255 67 1
30 260 2
195 206 5
191 10 1
141 262 9
62 315 5
129 181 10
366 318 5
364 359 4
275 320 2
366 134 6
14 382 1
317 111 5
166 339 3
200 174 7
54 38 10
212 235 2
172 91 8
103 246 10
8 68 6
132 151 3
19 32 2
103 133 1
187 173 4
34 97 9
386 89 2
7 176 6
322 335 8
107 148 9
248 109 9
99 139 5
334 373 9
18 253 6
246 335 8
45 211 8
235 329 9
173 132 5
323 216 5
86 329 3
98 75 10
214 139 9
173 260 5
102 376 1
288 304 3
210 120 2
295 53 4
109 363 7
16 138 3
8 334 4
274 3 10
281 117 7
219 46 9
237 242 8
51 123 7
360 292 8
275 286 4
232 50 3
193 167 3
357 31 7
23 83 9
54 338 10
34 104 6
337 182 3
349 370 5
25 229 1
224 292 7
124 319 7
29 259 5
376 39 5
80 54 4
56 387 10
101 285 5
251 395 1
148 292 3
202 326 8
243 103 8
43 312 9
42 100 7
268 347 4
53 16 10
58 276 10
34 183 2
290 231 6
232 22 9
216 103 9
78 160 2
360 321 10
320 168 1
121 51 6
119 133 3
196 83 8
206 319 4
264 102 2
33 238 10
234 282 4
298 105 2
271 20 6
120 56 10
102 5 4
325 106 10
384 121 3
105 241 4
318 389 2
142 83 6
56 53 9
54 111 4
13 175 2
292 294 3
207 397 6
138 25 7
166 124 4
75 219 5
391 44 7
364 87 6
95 115 1
327 11 3
44 204 7
289 91 3
162 83 1
30 140 7
175 264 3
288 253 6
84 347 1
306 9 5
133 339 9
314 221 4
232 356 2
35 42 8
245 382 4
18 232 10
100 304 6
53 119 7
370 75 7
389 152 4
37 144 10
114 7 7
389 224 4
334 357 3
186 132 7
148 273 4
293 236 8
374 355 1
375 243 10
389 160 2
381 14 9
176 344 10
29 252 10
355 317 2
34 87 5
243 230 4
6 348 7
253 132 10
128 392 4
45 364 9
94 200 6
376 131 1
340 213 6
290 65 7
125 200 10
258 199 3
296 185 8
162 6 5
127 156 1
387 15 10
342 207 5
118 122 2
291 248 1
284 254 9
85 19 8
162 333 9
74 66 10
363 343 10
4 264 3
242 220 6
120 273 4
67 340 5
329 321 10
84 353 5
58 246 8
332 214 6
218 34 2
107 231 1
88 125 1
101 80 6
321 328 1
69 383 10
120 197 10
176 158 4
109 59 2
326 166 3
44 71 10
35 330 1
164 138 8
103 167 2
65 323 4
231 52 6
94 12 4
222 144 6
77 337 5
303 86 6
19 139 5
200 40 9
248 57 10
131 172 4
35 159 6
98 263 3
133 181 2
269 89 6
61 216 6
46 158 9
179 193 6
164 372 2
231 334 5
272 359 4
178 199 2
56 119 5
395 232 1
200 13 10
217 381 4
311 295 2
273 114 6
179 157 4
26 222 4
5 382 7
277 27 1
176 315 4
369 27 3
332 341 4
157 249 10
353 301 7
221 383 3
148 63 5
67 97 1
12 95 4
348 253 4
16 82 7
187 157 4
176 386 1
167 387 6
114 328 7
381 154 8
244 305 3
166 340 9
120 0 8
196 237 10
122 319 3
61 149 10
109 23 4
139 83 5
307 58 9
45 60 6
322 338 6
359 162 1
62 380 7
208 360 1
35 114 3
184 287 6
165 373 6
274 372 5
388 359 3
363 104 2
343 250 5
86 103 10
45 94 3
386 205 5
33 339 7
267 48 1
390 290 5
372 301 6
19 225 1
59 325 9
199 292 4
330 75 7
74 170 5
117 339 5
301 105 10
316 326 7
260 349 7
297 303 9
54 251 10
399 293 10
104 228 3
387 143 7
248 209 3
217 70 8
244 360 3
39 158 9
353 117 9
333 109 3
93 244 3
66 233 4
280 28 10
254 138 8
204 145 9
367 297 6
157 262 4
223 89 3
59 346 10
357 169 1
42 243 9
164 183 10
365 32 4
273 6 10
234 247 10
91 352 10
300 164 2
394 1 6
327 325 5
316 185 8
298 206 3
222 345 8
349 109 9
167 47 9
318 377 1
385 397 7
18 229 6
348 370 5
196 332 10
69 387 2
81 391 10
379 10 4
190 376 6
200 339 6
72 183 9
268 282 8
118 47 3
320 27 9
279 272 5
220 15 10
31 99 10
351 394 3
125 90 8
206 289 10
157 102 7
84 45 8
343 80 3
392 199 6
329 201 9
185 233 6
286 34 10
329 246 1
85 388 2
379 94 8
272 40 3
77 369 9
113 292 7
157 307 3
175 257 1
295 65 6
31 304 7
5 67 4
363 272 4
233 134 4
347 137 6
0 122 9
150 321 1
272 236 10
279 337 6
389 242 4
227 242 2
344 69 5
6 283 8
36 134 7
178 166 9
56 13 7
225 143 7
323 363 8
314 208 3
366 77 6
264 291 3
142 15 1
324 104 6
113 300 1
245 46 5
256 129 3
382 0 2
268 276 1
241 383 1
70 383 10
143 381 1
188 358 9
295 325 8
250 288 1
110 63 5
15 346 4
245 315 8
299 216 10
31 139 10
150 112 2
146 136 5
288 357 3
386 215 6
362 198 3
314 341 2
279 81 2
326 137 10
127 246 10
94 365 6
133 78 4
104 353 8
14 68 7
136 45 2
78 14 1
20 240 3
344 56 8
311 0 2
183 250 3
245 34 7
27 65 6
301 392 9
366 7 8
263 11 10
207 296 1
228 317 1
357 349 1
116 44 9
135 289 3
47 253 8
119 113 5
234 124 9
242 243 10
4 395 1
262 163 6
340 93 2
220 45 8
107 27 10
369 66 1
392 274 3
56 64 7
202 149 9
327 148 2
286 10 9
197 234 8
346 47 1
240 355 6
190 327 1
30 131 8
377 242 8
330 375 3
197 383 2
115 165 3
166 319 6
194 30 6
82 65 9
285 321 3
376 317 7
288 341 4
178 335 4
78 51 3
290 262 6
373 354 2
218 85 1
279 324 7
229 373 9
60 365 7
338 365 4
355 227 9
186 325 2
171 200 1
366 55 4
14 256 5
198 344 1
200 7 7
316 119 9
311 167 7
287 76 2
85 16 10
338 368 3
133 52 4
393 273 10
358 107 9
7 303 3
66 55 8
273 244 4
177 318 5
242 125 5
253 161 5
381 268 3
271 286 8
279 217 6
274 70 9
13 25 5
259 150 7
277 195 3
211 315 9
356 111 1
162 269 7
338 379 10
6 91 1
105 35 10
133 347 6
350 152 4
313 138 6
302 167 9
310 2 8
236 101 6
22 244 8
157 94 2
225 24 2
304 34 5
369 224 9
221 397 8
142 20 3
216 19 6
178 141 2
13 45 6
218 58 3
327 166 5
367 26 7
234 395 9
231 174 5
321 12 8
2 360 10
38 202 4
24 321 1
134 153 5
80 333 5
399 382 6
143 196 2
338 263 10
111 370 8
119 202 2
386 51 7
45 52 2
397 311 5
300 82 1
56 42 8
24 354 4
44 29 4
68 71 2
127 82 2
188 91 2
289 387 2
45 277 9
14 225 1
71 313 1
366 64 4
17 18 10
345 37 2
281 166 8
365 236 9
118 26 2
236 125 3
297 338 1
164 260 4
18 385 6
148 272 10
207 107 7
313 377 10
263 342 5
244 196 9
374 285 6
244 52 3
307 75 8
208 168 6
106 248 9
350 264 4
281 305 8
104 380 10
274 325 2
101 295 1
150 230 7
111 290 3
47 343 4
138 140 7
374 196 8
44 205 5
263 4 9
323 260 8
101 371 5
4 336 4
214 353 6
32 178 6
43 61 5
51 295 4
132 292 10
282 294 1
141 317 1
282 355 5
379 244 6
313 96 10
347 127 9
245 88 10
98 336 8
26 169 8
6 322 2
186 6 3
328 62 1
336 273 1
246 183 3
31 46 9
216 111 8
267 246 7
338 284 10
201 345 5
323 234 6
315 97 6
111 285 7
14 397 5
108 253 2
31 98 3
297 293 8
61 129 8
267 362 3
141 111 5
363 249 8
363 141 9
183 333 8
358 232 8
292 273 10
370 101 9
187 71 8
343 144 10
44 254 10
316 7 7
78 255 3
17 359 8
302 133 10
141 187 7
180 348 3
89 365 4
203 349 2
163 40 7
52 108 3
173 252 4
48 390 8
19 10 4
102 262 1
97 29 10
244 391 3
183 4 6
89 336 10
36 49 6
95 83 7
333 58 2
198 62 9
172 250 4
6 376 5
90 328 6
87 372 1
110 326 3
83 264 9
346 37 8
283 47 9
396 331 2
318 191 8
262 189 9
7 199 4
167 228 3
6 81 2
54 189 7
324 296 7
