300 44000
115 224 4
113 251 10
277 127 10
169 120 9
161 106 8
79 222 6
247 183 3
80 104 5
265 149 2
198 220 9
81 183 4
56 160 7
172 140 1
200 142 3
113 186 5
147 45 1
58 242 6
240 295 10
130 20 6
279 217 6
139 208 2
38 41 1
24 166 10
245 238 9
168 187 2
97 199 8
68 275 3
243 50 5
201 18 8
288 220 2
124 107 9
156 186 8
262 275 4
63 221 9
249 68 1
238 22 1
252 33 9
135 160 4
116 150 6
125 275 8
266 137 6
218 171 4
85 74 7
96 287 9
36 195 3
204 77 3
50 137 6
53 10 6
8 162 7
134 5 3
191 138 1
213 209 4
252 291 2
49 159 10
201 33 4
101 24 8
77 123 5
5 157 7
94 113 5
276 41 9
120 86 1
299 76 9
39 188 2
108 135 6
100 284 6
171 280 5
49 67 3
255 199 8
97 44 10
242 239 5
165 158 8
104 62 10
164 33 7
160 185 8
88 207 5
32 262 10
38 208 4
103 262 4
246 21 3
198 209 10
179 43 9
194 217 7
260 166 10
144 24 4
20 33 7
13 236 9
103 97 5
139 249 8
198 116 6
112 229 5
186 193 7
269 288 3
60 41 10
94 244 6
256 275 5
14 119 3
290 82 10
150 120 3
163 83 8
8 197 1
234 219 7
88 3 5
105 106 4
106 255 4
250 145 1
263 42 6
243 74 8
74 248 7
136 160 4
170 143 3
133 263 7
211 272 1
261 243 8
211 24 5
93 47 1
141 25 6
145 113 8
12 5 6
66 90 9
9 87 4
157 169 2
80 220 4
156 107 3
107 169 8
190 254 2
287 9 8
270 42 2
89 57 2
108 55 5
125 22 8
256 120 9
141 40 3
194 11 8
81 260 1
220 47 6
187 292 2
263 257 8
77 18 8
271 140 2
174 221 6
186 139 9
101 43 5
26 225 10
158 5 10
8 223 10
294 26 7
140 154 2
66 119 1
278 53 10
181 36 1
47 53 8
277 134 9
139 201 1
156 287 2
218 236 10
282 185 7
45 183 7
215 145 1
39 5 3
15 296 5
18 73 8
160 76 9
85 162 4
126 32 9
125 177 2
299 216 2
216 84 5
171 24 6
230 279 7
277 135 4
85 268 4
127 86 2
179 217 9
271 149 4
220 194 6
215 79 6
51 196 8
271 125 5
199 254 2
164 30 9
164 254 3
69 59 4
242 18 6
223 47 9
147 161 7
182 283 5
200 61 1
209 65 8
93 58 4
261 64 2
41 234 2
265 114 9
29 168 10
243 125 10
2 23 3
94 255 9
44 162 10
256 90 7
219 15 1
254 94 5
60 105 3
252 34 2
154 232 2
219 255 7
250 153 5
252 88 10
253 154 2
87 105 5
50 229 2
127 150 5
203 275 6
202 262 7
184 197 9
248 121 6
271 210 7
93 167 2
54 232 8
118 117 4
36 84 9
289 254 10
27 262 4
187 67 8
171 263 2
286 77 6
40 181 3
54 175 6
199 56 4
209 276 9
252 81 8
291 296 3
90 45 9
127 23 7
15 174 7
275 105 2
288 136 8
95 40 7
159 141 9
23 122 5
35 110 2
298 187 1
164 21 2
181 145 5
151 205 5
35 193 10
173 0 8
284 63 7
144 287 6
45 125 8
112 198 10
231 49 2
249 74 4
272 239 3
194 29 3
239 203 2
52 298 6
285 110 4
162 5 7
252 84 9
72 258 6
87 30 8
45 118 10
213 278 7
59 132 3
259 131 10
63 60 6
66 101 1
69 13 10
192 139 8
34 76 6
34 145 6
77 60 4
27 163 10
273 48 7
29 148 5
79 269 3
296 289 7
92 164 5
32 220 2
43 90 6
162 150 10
191 61 8
116 157 1
178 185 2
31 56 7
195 291 1
4 20 4
292 81 7
47 168 3
71 90 1
137 176 2
43 266 8
86 87 8
159 28 8
78 261 6
113 20 8
282 111 1
103 77 9
5 194 6
201 181 10
122 72 5
5 139 4
118 165 4
270 160 6
248 69 3
263 203 6
95 206 2
79 282 2
31 266 7
210 88 2
241 149 2
227 289 9
56 90 1
275 3 3
86 184 5
223 112 5
184 222 8
11 110 8
176 38 7
12 188 6
116 297 8
71 77 1
286 227 3
195 267 3
252 11 7
158 36 7
260 56 3
12 110 2
252 277 7
194 27 7
287 34 5
39 295 7
178 24 6
132 178 4
187 80 2
209 183 5
207 236 1
146 114 8
8 132 2
136 80 6
128 299 3
50 34 4
201 15 1
138 127 1
122 187 4
212 294 6
111 137 9
224 262 7
198 189 1
236 174 7
200 235 9
197 18 10
14 110 10
212 200 5
82 103 6
192 286 5
261 41 5
185 225 9
279 142 10
119 130 8
182 155 2
105 51 8
130 178 8
0 197 10
279 266 10
84 5 4
94 74 6
10 23 6
11 138 9
299 12 7
51 2 2
99 268 5
138 96 6
6 158 1
192 289 6
261 293 8
267 138 2
173 245 3
97 34 7
290 52 3
248 272 6
70 242 10
98 69 1
31 256 2
18 38 10
62 35 4
172 88 4
161 266 5
291 15 6
106 3 8
212 287 3
213 14 9
271 180 8
161 8 3
191 148 1
131 82 10
51 186 5
159 78 6
71 178 2
60 255 6
223 226 10
70 46 9
76 232 7
251 121 1
61 23 8
271 44 6
228 246 2
73 177 3
251 57 7
150 249 8
58 296 5
82 180 7
251 140 9
28 244 3
176 1 3
3 230 4
162 117 9
85 196 6
105 177 5
220 225 4
10 2 2
245 74 3
86 106 5
46 200 9
217 121 2
174 120 10
176 88 6
161 15 9
149 32 7
226 225 4
270 72 10
162 199 2
90 239 6
96 231 10
131 288 3
230 177 7
184 120 9
61 207 9
291 137 9
171 50 10
210 270 1
25 92 5
199 134 5
68 122 3
267 126 5
72 143 5
145 47 3
22 101 5
293 41 3
80 110 3
191 101 8
134 11 4
122 90 9
289 28 10
260 156 2
245 293 7
65 241 4
213 273 2
252 213 7
94 261 1
90 110 8
268 27 8
118 277 10
205 33 10
86 133 6
221 51 6
282 22 9
38 61 6
260 153 6
287 234 9
211 50 4
215 21 2
223 69 2
5 270 1
255 256 3
246 235 7
260 241 1
65 19 6
182 298 7
76 7 9
242 6 2
0 214 7
209 131 8
8 29 7
226 43 9
286 137 3
179 288 4
247 175 7
43 256 2
112 34 10
293 188 2
157 91 1
107 125 8
202 186 4
73 1 5
293 115 7
16 37 2
142 102 9
234 283 6
27 242 6
254 174 10
182 189 2
41 70 3
244 138 1
223 140 5
248 75 5
234 112 5
149 200 9
187 175 9
137 124 1
289 161 6
140 229 2
215 95 6
202 237 9
189 153 4
159 262 6
27 48 4
234 92 6
31 51 6
290 31 3
207 204 10
263 296 8
64 264 4
291 119 10
171 75 10
210 26 5
57 173 4
26 106 3
25 295 3
150 90 9
187 276 6
200 264 3
130 148 1
259 285 3
243 258 7
124 41 4
73 61 6
143 197 8
2 277 5
91 158 7
5 227 9
204 285 9
24 21 10
270 200 6
247 296 7
42 81 10
21 33 2
202 43 10
196 206 2
54 153 4
121 81 7
41 152 1
3 73 7
117 154 10
0 137 3
266 138 8
199 152 3
194 158 6
33 200 3
108 268 5
155 154 8
14 223 2
127 103 3
221 49 10
28 176 9
167 267 2
107 268 3
137 121 6
123 102 1
244 98 2
199 94 6
156 288 2
114 294 1
252 76 7
274 85 8
109 73 6
71 76 2
141 59 8
16 172 8
194 110 2
136 194 7
123 214 5
122 73 3
171 84 10
65 41 5
214 254 2
212 77 4
50 297 2
197 126 5
202 184 9
130 24 7
205 114 9
99 32 5
213 37 6
275 55 8
213 272 10
172 244 8
199 262 3
143 152 3
16 128 6
226 9 3
123 10 1
16 239 1
276 262 10
230 162 4
158 213 3
59 127 10
289 92 4
207 223 9
231 133 6
282 226 2
279 35 1
46 113 2
297 9 5
70 139 1
223 111 7
78 163 1
239 234 9
88 113 1
93 295 8
255 32 10
26 187 1
174 118 3
156 7 2
235 180 10
249 80 9
170 108 2
45 88 6
54 57 6
21 254 1
170 151 7
0 2 1
37 92 5
84 294 7
287 242 9
112 174 5
128 251 4
5 151 3
132 50 10
8 1 8
251 189 5
74 181 6
84 59 8
96 127 8
129 104 9
227 209 6
57 224 9
244 40 8
270 211 1
31 125 4
172 293 2
175 150 2
196 53 7
52 16 4
75 45 10
246 232 8
99 171 1
40 291 3
82 98 8
255 102 4
231 268 2
285 268 6
92 38 5
26 34 4
50 241 4
15 221 6
206 234 4
200 246 2
196 217 8
22 266 1
283 78 6
208 148 10
181 29 5
88 50 5
271 250 3
111 288 7
171 55 10
254 48 3
199 144 8
261 87 5
9 196 4
154 179 1
132 175 7
145 140 1
128 148 5
99 289 1
144 169 4
168 13 8
86 103 8
56 70 6
212 48 5
66 46 4
236 240 4
25 229 6
146 177 4
162 145 8
17 34 6
92 292 8
278 59 9
127 233 1
58 111 8
22 215 3
178 74 7
84 220 1
79 136 3
74 147 10
10 71 3
146 136 8
177 241 10
107 248 8
111 178 10
161 287 6
86 239 2
33 179 7
112 165 7
277 109 8
168 292 6
192 23 1
47 240 10
11 245 2
40 107 10
265 75 3
250 104 1
236 17 1
63 157 1
244 110 4
187 60 7
120 213 1
275 94 2
88 83 4
203 59 5
207 241 2
13 129 3
297 77 2
51 121 9
31 137 3
175 94 9
228 290 5
207 271 10
44 240 9
180 242 9
224 216 6
121 258 5
198 117 9
125 255 7
26 79 3
141 58 10
76 58 6
45 124 6
3 252 2
51 204 5
212 230 5
79 144 7
250 274 5
175 224 9
298 70 9
141 206 2
53 177 5
290 68 10
264 257 3
184 179 1
268 264 4
219 297 4
261 203 9
163 100 7
121 264 8
57 78 8
117 31 2
146 222 5
186 172 2
5 205 2
136 26 10
31 276 6
240 185 4
219 131 3
98 85 8
139 289 5
96 197 4
257 129 6
184 242 5
241 202 2
278 242 9
76 24 9
158 278 5
111 266 10
103 25 2
84 200 6
46 259 1
295 55 5
100 78 7
143 254 7
231 280 9
79 90 10
257 173 7
88 0 5
55 105 8
261 208 10
207 192 9
29 82 7
41 178 10
259 33 1
70 189 6
149 297 2
146 124 5
232 69 7
18 63 9
139 255 9
4 231 4
67 269 7
143 34 2
130 244 5
214 299 7
205 50 7
241 263 3
292 80 10
55 131 6
166 69 4
43 153 6
242 17 4
93 75 6
152 123 1
110 54 4
209 82 2
108 187 8
43 272 3
37 106 1
16 283 1
41 159 2
276 143 1
66 121 8
207 67 1
268 105 7
79 277 7
155 295 10
124 178 1
194 111 8
53 96 10
285 67 4
159 38 3
230 205 4
212 164 5
81 125 9
258 22 2
140 239 5
23 285 9
175 278 6
145 206 3
46 110 1
1 80 4
94 44 3
248 37 2
42 190 10
245 72 10
268 176 10
67 211 8
205 240 1
180 22 3
112 200 3
278 251 5
223 27 6
129 63 9
46 29 4
112 12 10
157 81 6
237 189 2
293 56 7
22 138 3
157 111 9
280 81 2
65 12 9
166 206 10
93 66 3
150 242 9
81 179 10
82 111 1
108 9 2
262 167 3
282 255 3
252 161 6
228 134 7
172 215 1
218 162 4
250 298 7
182 73 8
230 23 6
83 154 1
52 137 6
46 258 4
149 55 2
165 32 1
15 259 8
58 34 9
0 107 5
66 78 9
236 128 2
261 159 7
215 16 7
264 180 6
121 63 7
248 15 9
202 232 6
24 239 2
25 291 1
140 49 7
230 237 2
70 292 9
80 132 4
43 46 10
278 21 6
188 179 7
259 101 5
125 95 1
154 103 2
10 26 9
180 124 7
15 81 9
60 165 7
107 17 10
275 46 1
181 253 2
98 17 1
128 36 6
190 27 2
0 62 3
66 254 1
214 47 6
237 183 3
160 232 2
47 29 8
290 223 2
105 91 5
87 88 9
252 8 2
284 160 1
299 280 6
36 191 3
218 116 8
261 42 2
280 124 2
265 150 2
29 119 2
172 75 4
44 46 9
245 75 2
47 187 6
24 209 5
90 76 6
62 209 7
260 84 4
187 245 2
286 267 3
18 189 7
216 157 4
40 139 2
291 224 10
193 113 6
96 264 3
117 193 3
175 135 8
92 55 2
181 76 7
258 112 7
94 187 4
203 217 1
111 64 7
85 187 7
58 4 4
201 227 10
74 162 9
82 5 9
120 144 10
182 82 2
197 173 10
90 167 1
139 82 4
0 16 8
32 67 1
233 9 9
216 257 8
98 267 9
46 40 8
115 237 9
11 31 8
145 227 3
56 140 5
223 293 1
284 244 5
2 58 4
281 77 6
184 159 9
150 188 2
33 89 6
294 279 6
172 26 1
154 71 3
155 111 10
38 152 10
0 91 3
276 267 3
130 22 4
255 203 1
200 267 5
60 293 8
133 111 10
233 252 5
277 101 8
244 106 1
139 270 5
150 91 8
153 265 1
35 95 5
117 28 4
123 131 9
72 249 10
118 198 10
251 152 7
291 166 10
31 294 6
228 231 7
178 189 3
186 163 7
279 211 8
146 127 4
23 66 2
183 77 2
140 69 8
66 206 6
32 81 8
26 113 8
14 76 7
57 267 8
73 4 5
86 230 6
146 134 5
53 124 7
218 262 10
284 124 8
21 133 5
260 171 5
47 25 9
257 75 3
229 61 4
262 152 3
33 237 8
283 195 8
52 92 6
142 199 4
148 24 3
13 260 6
74 233 10
280 0 4
15 63 3
294 275 10
44 119 1
223 254 1
90 189 1
272 271 1
205 218 10
6 244 6
126 294 9
107 53 4
222 139 7
211 181 9
171 127 3
260 138 4
230 198 4
205 219 5
141 92 9
191 285 10
96 261 3
239 117 2
11 23 6
4 149 8
175 275 3
234 165 1
189 262 10
231 157 5
272 134 1
15 276 9
216 276 8
90 36 4
124 208 1
200 259 2
286 254 2
43 18 5
61 278 2
125 181 8
40 171 6
288 123 6
213 181 9
190 66 5
297 222 1
260 292 2
60 247 5
235 284 4
121 253 7
95 147 10
71 9 6
117 65 9
178 206 1
209 271 9
46 59 9
43 1 8
170 265 6
218 216 1
27 191 2
207 161 3
149 262 5
177 139 1
231 93 4
128 3 4
20 185 4
235 73 1
137 203 6
122 110 8
29 149 9
284 154 1
65 291 9
290 70 3
12 156 4
104 97 2
19 198 6
218 52 10
238 254 10
6 64 8
54 4 4
51 12 7
156 196 1
122 141 1
275 239 9
5 211 1
219 95 3
246 182 8
201 212 9
162 72 10
165 98 1
95 112 10
127 40 5
28 63 7
83 40 5
63 92 2
260 101 9
57 272 4
282 241 1
287 35 4
141 272 4
88 294 2
20 180 4
216 206 1
39 96 4
268 234 1
132 25 8
289 285 9
111 299 9
89 297 3
34 161 5
25 277 7
116 170 7
146 8 7
175 197 9
62 36 3
169 174 2
90 57 9
12 60 5
84 222 10
29 49 9
48 242 3
281 9 3
96 104 3
217 209 2
262 35 3
298 24 8
129 45 8
190 137 9
232 241 7
297 179 8
184 13 4
260 45 10
184 195 8
218 92 4
78 64 9
11 227 1
233 64 6
120 91 2
95 30 3
62 161 9
171 252 2
171 222 6
25 259 8
73 298 8
167 164 1
264 47 7
165 220 6
241 279 1
262 72 7
251 96 10
136 81 10
198 30 6
2 298 1
268 112 10
31 70 5
159 229 4
218 266 9
63 100 5
277 85 4
124 285 1
178 60 1
244 97 7
203 196 3
39 70 7
222 172 4
206 44 7
171 174 9
280 232 9
180 136 10
73 44 3
155 148 2
18 297 8
189 224 2
241 188 2
297 167 7
263 258 7
159 176 2
16 281 10
293 255 10
235 193 7
237 136 2
275 80 1
287 154 2
223 64 3
98 130 5
265 273 1
19 200 10
74 49 10
126 18 3
169 74 1
283 3 3
78 216 7
95 248 6
22 61 6
117 156 2
137 107 6
248 286 5
68 136 10
174 214 10
187 3 1
271 198 7
224 274 6
74 7 4
142 84 6
11 290 7
54 188 6
236 6 5
269 185 8
40 57 2
243 196 4
13 128 9
105 101 1
3 156 2
293 285 1
107 250 4
1 97 8
217 24 1
126 259 9
65 51 2
144 207 3
147 141 7
84 153 1
237 294 3
8 230 3
215 233 5
13 181 4
13 94 6
94 164 6
90 119 3
138 182 2
62 47 8
88 173 7
233 129 5
145 122 2
138 79 10
128 9 9
192 102 1
240 217 7
280 144 6
146 94 2
194 282 7
219 34 4
204 246 1
5 234 4
71 118 6
55 76 6
24 181 7
73 105 3
141 50 4
250 31 6
200 241 8
156 139 9
38 16 2
124 260 10
88 147 10
120 111 3
118 86 9
238 177 3
244 174 6
139 48 4
215 212 3
244 151 7
253 42 10
287 41 3
234 157 2
189 97 10
85 182 10
187 118 6
172 30 3
208 135 5
172 292 7
38 200 1
107 21 1
263 217 9
224 207 2
53 114 8
207 83 5
292 41 9
93 294 8
229 187 7
103 254 5
8 118 4
78 124 3
180 138 7
87 204 8
35 100 8
42 240 10
134 164 1
54 134 4
37 104 1
157 220 4
255 283 8
277 278 5
180 152 8
54 90 6
223 193 6
38 58 8
256 270 4
199 232 3
203 268 7
249 180 2
189 242 1
189 57 5
55 250 10
70 222 4
90 121 1
157 235 1
69 167 3
36 230 3
212 288 2
199 194 10
247 146 1
29 193 9
105 253 1
64 28 2
69 99 9
34 189 6
204 115 7
153 278 4
80 169 8
116 129 2
294 180 4
262 139 8
116 250 6
32 31 3
249 44 3
1 245 6
116 72 6
173 207 3
101 81 10
51 8 3
86 238 4
131 245 1
117 119 5
259 98 7
66 192 1
264 125 3
285 276 5
177 251 5
202 10 10
215 205 6
37 208 6
218 137 1
43 204 9
98 140 1
145 188 7
140 26 5
50 130 1
96 26 8
292 0 4
46 199 7
234 27 10
189 16 1
179 92 9
196 199 3
141 293 10
12 178 8
126 273 10
281 8 2
258 223 10
249 194 9
161 22 5
92 81 5
191 247 10
29 151 5
178 282 5
44 227 3
119 17 6
74 5 5
192 85 2
212 271 8
32 111 2
210 34 6
74 120 5
109 69 1
131 275 7
211 285 8
207 70 9
263 69 9
188 235 6
269 40 6
243 170 6
130 121 4
158 153 5
158 145 3
72 69 2
187 1 6
85 136 1
110 120 4
251 2 8
131 154 1
286 18 4
125 130 5
298 280 7
163 138 3
267 26 3
118 50 1
252 211 9
264 132 9
280 157 2
297 160 4
268 250 5
293 207 4
130 182 5
144 202 10
17 97 6
176 107 7
88 225 1
8 165 2
185 211 6
105 179 7
178 210 1
3 285 3
71 285 7
202 66 6
77 70 3
18 223 10
119 212 8
68 277 9
112 43 10
159 208 5
1 275 4
28 97 2
46 54 5
186 227 8
229 54 3
187 154 3
165 95 10
204 200 5
86 3 4
62 89 1
68 224 3
1 30 6
3 16 4
53 187 6
30 209 8
244 123 5
34 209 9
125 117 6
45 138 3
60 34 6
256 291 8
230 127 10
260 240 5
133 292 8
29 238 3
244 180 9
277 209 9
16 245 5
112 102 7
291 133 8
143 207 3
37 113 9
262 147 10
260 262 8
45 249 1
107 29 4
111 6 10
83 74 10
152 292 10
98 131 1
55 27 1
89 229 2
102 195 2
100 19 4
7 290 2
84 288 2
255 227 9
87 26 9
172 134 8
157 73 3
207 110 8
289 282 4
163 115 10
106 62 5
203 32 8
45 37 10
5 45 9
72 223 2
42 100 1
64 70 7
267 130 2
41 144 2
224 197 6
148 220 6
22 99 10
288 211 2
145 137 5
7 107 2
83 181 8
236 182 7
236 134 2
273 255 6
17 146 3
207 212 6
298 120 2
116 70 5
230 224 1
109 204 8
42 219 8
224 226 7
1 221 10
144 151 9
217 176 9
297 132 4
100 294 9
266 62 3
0 118 9
203 291 4
185 147 4
208 52 5
81 184 3
170 126 8
216 45 6
175 33 9
6 134 6
275 194 10
119 286 10
12 217 9
170 262 3
10 160 7
117 273 6
295 152 5
87 229 10
273 78 6
12 190 5
185 4 5
291 93 1
141 74 8
69 146 9
294 78 7
45 57 3
263 107 6
247 133 4
65 56 5
257 40 9
74 39 3
197 46 1
260 257 1
72 169 9
136 125 10
82 101 10
277 273 2
77 274 3
240 58 1
58 46 8
179 221 10
62 65 3
59 81 7
256 280 9
151 120 5
163 155 9
236 286 9
290 207 7
97 59 10
1 248 1
104 256 10
0 240 9
257 138 3
126 152 3
251 295 10
211 164 8
189 184 4
139 50 2
137 167 2
269 153 2
288 137 4
180 107 2
169 4 3
75 182 7
254 135 8
201 228 1
288 240 6
231 108 8
220 131 9
50 160 6
294 49 10
77 106 8
70 245 5
34 284 5
216 254 6
97 172 2
207 41 7
176 83 7
225 124 7
62 175 8
249 33 10
77 90 5
57 215 10
124 15 5
119 30 6
293 82 8
76 132 6
237 275 5
41 248 8
243 23 2
218 206 10
1 281 8
257 53 6
77 6 8
52 151 7
67 115 2
45 227 8
172 251 4
202 63 10
31 226 8
166 11 6
102 18 1
116 112 6
4 33 9
250 221 8
231 39 3
278 69 4
135 188 2
283 34 2
239 151 3
152 150 9
96 29 4
78 249 1
125 20 2
180 254 9
1 188 1
222 37 4
30 70 2
22 273 2
140 54 4
111 31 1
281 272 9
225 240 9
141 181 7
41 101 9
47 270 10
99 251 1
295 188 8
60 244 2
243 34 7
228 58 9
72 15 1
162 78 1
22 187 3
119 299 2
118 100 4
152 233 3
69 176 3
181 39 6
45 244 3
50 204 7
103 213 4
198 44 5
18 40 7
103 223 7
53 24 1
266 95 1
7 157 6
17 123 2
125 84 5
207 112 6
227 85 10
51 146 1
92 250 8
229 287 4
235 87 3
80 5 7
236 55 3
214 9 9
189 67 3
258 90 4
179 61 7
154 196 7
82 13 10
249 113 1
139 78 5
296 171 7
109 262 3
70 59 3
195 266 7
70 12 7
260 172 10
298 121 4
10 44 9
116 290 6
186 154 7
1 200 1
88 243 4
66 114 4
291 143 1
175 19 5
191 249 7
188 276 4
237 251 7
240 222 8
218 36 4
163 25 9
181 299 5
82 17 1
175 53 9
198 182 1
289 11 6
62 45 2
114 252 5
42 95 7
200 188 8
155 25 4
38 19 1
224 293 1
72 236 2
68 34 1
186 295 5
80 263 4
173 39 1
227 100 5
169 298 3
152 248 9
121 209 10
199 195 7
41 267 3
12 41 5
160 69 5
106 237 6
172 177 7
105 265 9
240 63 5
137 280 5
170 109 5
293 164 4
156 140 5
106 210 6
149 239 1
26 215 7
79 112 1
179 75 10
144 129 3
28 235 3
27 84 6
269 259 8
260 10 7
252 83 10
80 267 8
92 266 3
213 218 2
108 215 2
21 154 7
113 38 7
164 297 6
198 156 8
268 267 7
242 31 5
171 132 3
28 245 9
10 269 2
209 105 10
282 271 6
62 112 2
207 147 3
91 277 2
280 210 4
177 133 9
52 214 6
219 36 7
227 96 6
140 85 10
143 95 5
73 149 6
255 23 6
36 127 5
266 242 5
147 230 5
296 287 7
130 25 1
71 164 6
48 69 10
47 86 6
77 13 4
202 82 2
282 23 7
221 148 9
253 15 8
178 142 5
150 230 1
149 42 3
20 31 9
36 131 9
254 177 4
108 196 3
238 76 5
202 117 2
159 265 8
76 295 2
132 234 9
238 190 8
292 251 9
122 38 4
274 263 10
186 291 4
121 68 3
78 230 8
152 169 9
208 185 5
237 220 8
239 36 5
288 231 4
27 23 1
178 177 3
57 235 2
75 275 3
173 244 1
68 144 8
203 154 9
13 8 5
79 17 4
191 206 9
57 117 3
246 221 8
137 293 2
186 144 8
186 274 9
50 238 1
99 166 4
137 18 7
160 71 1
158 182 5
269 154 6
291 7 4
144 89 5
62 84 7
89 44 10
126 41 5
140 226 3
281 163 5
93 123 4
11 292 3
277 297 6
239 228 9
120 194 1
229 39 6
240 103 10
132 36 3
236 176 10
44 155 9
159 232 8
250 73 2
225 19 1
226 146 8
248 154 2
131 217 6
110 190 4
165 187 8
148 248 10
67 237 8
140 107 3
122 17 8
263 290 10
282 257 2
109 61 4
201 80 10
159 129 9
99 98 9
275 173 9
170 120 2
17 183 9
140 279 8
21 1 9
52 247 2
106 98 4
43 102 1
295 67 4
269 200 2
170 77 9
170 75 1
14 95 6
241 83 9
81 129 1
125 289 8
236 268 10
267 127 5
256 127 3
242 42 2
25 89 4
220 285 8
123 267 5
157 165 10
250 261 2
263 65 2
291 286 7
95 91 4
156 121 2
156 144 8
233 185 7
203 237 3
225 17 1
271 11 7
111 79 4
106 264 4
23 171 6
136 217 4
109 74 9
280 211 10
131 286 6
44 26 9
173 98 6
57 232 8
296 195 8
38 244 4
138 273 5
219 51 1
50 59 6
70 126 2
122 263 10
45 213 6
210 98 10
143 265 9
267 248 6
121 45 9
176 36 3
153 123 4
175 51 6
116 93 5
35 265 5
89 253 6
111 19 10
30 52 1
13 16 10
217 270 5
273 282 8
226 161 8
77 87 5
222 204 6
159 277 4
73 16 9
162 235 10
79 95 9
5 190 5
273 106 1
24 252 2
103 199 9
57 259 4
45 108 5
93 160 5
253 17 6
150 251 8
9 80 4
31 17 7
102 96 8
72 27 6
222 284 6
122 253 1
6 279 7
3 246 5
274 117 6
281 226 4
119 201 8
86 111 8
239 56 6
121 160 8
214 139 10
218 141 7
35 26 8
185 173 1
201 6 3
245 116 6
84 56 5
19 224 7
184 70 6
190 177 10
282 55 1
128 101 6
244 139 3
214 227 9
201 178 8
108 20 9
221 142 10
47 164 2
257 268 10
289 253 6
63 128 7
156 207 9
232 35 4
83 60 7
228 115 5
112 60 5
182 78 9
190 219 8
176 218 5
142 298 3
41 74 6
296 38 1
286 200 4
45 42 5
118 42 6
132 222 4
187 291 3
215 272 10
177 259 2
84 140 9
185 132 9
142 181 7
38 100 1
55 225 6
255 135 6
182 43 2
59 7 4
119 63 1
2 50 4
17 296 1
265 151 4
14 44 1
0 94 9
297 273 5
122 270 3
248 204 2
294 223 9
264 90 6
131 215 9
23 85 10
160 267 2
172 189 10
75 164 1
124 273 1
266 274 8
129 37 8
263 5 9
136 101 9
115 36 9
135 47 8
271 84 3
178 228 5
79 204 5
73 107 9
232 197 4
72 254 6
243 89 3
179 137 6
10 116 1
224 106 9
44 22 1
65 49 2
30 101 10
92 281 5
25 269 5
152 277 2
271 54 4
23 130 4
48 219 9
237 213 4
73 2 5
103 200 3
257 79 5
277 210 3
20 102 3
131 141 2
35 123 1
280 78 9
73 148 4
207 135 9
246 226 1
173 219 2
265 136 9
292 101 7
203 94 6
144 35 6
200 216 10
218 38 3
272 253 7
244 61 10
52 115 2
56 24 6
81 55 4
292 241 10
61 30 1
69 257 10
228 260 6
114 115 2
221 258 1
265 219 8
270 129 6
38 293 9
64 161 9
167 219 9
197 50 10
129 103 5
186 246 6
3 238 6
266 26 4
54 1 1
33 65 5
286 16 5
154 121 1
186 272 7
190 121 6
88 250 3
237 42 1
10 96 7
248 208 10
13 263 2
187 266 5
285 68 8
251 65 4
157 224 10
296 88 10
85 186 9
89 81 8
289 249 8
79 241 7
129 296 8
287 163 3
121 165 9
231 202 9
97 149 9
66 95 5
264 134 7
215 11 7
107 43 10
138 160 2
215 73 7
11 285 4
79 132 9
211 241 6
19 282 7
189 49 8
16 168 2
101 265 3
32 2 1
59 30 8
136 210 4
0 295 2
248 200 5
184 216 10
77 46 2
268 69 3
180 260 10
42 264 5
179 207 6
146 131 8
162 297 5
298 26 4
66 196 7
269 117 3
20 201 4
286 23 10
259 99 4
143 137 5
228 139 3
136 30 6
216 18 10
246 237 6
185 140 10
235 55 8
10 137 4
53 185 1
213 42 3
135 16 4
82 154 4
168 265 10
100 134 1
56 212 10
161 138 10
158 291 8
208 203 6
94 224 6
132 245 1
232 6 3
292 208 4
25 72 5
143 71 10
196 60 6
26 13 1
56 243 1
186 6 10
83 140 6
226 245 9
90 3 9
248 197 4
256 226 8
136 94 1
276 266 8
91 204 9
276 283 6
152 226 2
165 297 2
145 157 5
273 19 1
132 26 6
239 112 1
211 235 6
105 299 4
100 44 7
271 265 5
191 180 10
249 152 9
213 23 3
205 26 8
283 96 4
3 87 10
91 237 10
250 237 9
122 71 2
90 200 5
232 133 5
42 223 4
157 298 10
12 185 8
186 39 10
116 238 9
37 82 9
29 239 3
49 250 3
179 271 7
41 191 9
42 192 3
140 269 7
258 175 5
27 293 10
252 45 3
22 55 8
187 55 1
40 276 1
295 252 3
224 93 2
75 287 5
295 132 2
16 282 9
40 202 2
192 18 8
117 21 8
63 261 7
110 75 10
55 240 4
214 281 4
8 160 10
250 178 9
212 149 1
133 136 2
1 175 7
165 167 5
138 282 9
275 283 4
295 142 1
297 57 9
97 114 1
163 246 10
114 156 8
202 122 8
201 190 1
51 25 1
178 138 5
191 292 6
125 78 10
112 277 3
294 48 1
133 180 6
196 102 4
190 271 3
285 198 8
21 54 5
154 98 8
116 169 3
101 182 10
222 0 6
233 241 1
40 283 6
199 219 1
205 123 1
130 195 6
107 244 5
227 185 9
127 32 8
183 43 5
110 238 7
77 213 7
210 130 7
9 213 5
155 85 8
10 151 8
232 222 4
29 156 2
162 242 4
222 194 8
38 66 10
148 162 3
295 223 6
168 240 7
10 42 9
172 96 10
3 155 3
268 0 7
166 215 10
22 30 6
