500 120000
12 151 319
47 112 871
104 432 582
323 373 79
135 223 334
207 293 838
183 283 818
70 420 193
111 325 232
137 315 578
12 350 696
150 308 988
63 211 407
132 390 100
374 462 584
142 340 726
153 409 864
147 363 737
184 358 625
73 449 889
264 304 785
296 422 977
30 62 920
73 429 475
294 342 535
40 42 217
289 346 333
203 315 260
282 418 781
1 49 969
184 411 433
135 161 767
63 144 97
112 372 379
72 386 889
17 251 492
62 324 912
97 331 60
161 229 79
100 287 7
208 462 243
99 399 136
98 272 661
402 413 614
49 277 615
362 425 907
364 464 346
436 484 647
15 452 836
126 317 348
242 416 191
112 467 725
103 269 958
308 429 284
55 113 687
262 317 879
97 401 655
47 82 285
53 439 320
340 447 581
70 462 563
198 457 102
134 272 912
143 280 342
19 289 19
67 335 182
31 90 252
124 345 17
228 347 631
401 492 706
73 377 702
268 443 96
179 430 652
39 480 841
390 491 305
57 339 378
438 441 384
96 452 13
127 209 822
45 152 968
268 423 934
45 69 956
144 304 266
177 278 594
181 287 5
142 473 439
15 253 469
327 468 311
372 388 422
105 193 91
15 277 696
4 137 191
107 287 490
417 455 482
44 230 881
351 371 3
227 418 807
43 202 264
87 342 657
295 303 26
205 374 507
5 97 150
152 271 272
7 499 405
137 464 136
204 356 832
16 273 713
81 256 970
416 470 342
81 252 296
58 362 961
259 407 949
99 207 656
31 88 170
153 451 530
167 321 371
115 292 843
87 227 213
277 417 997
30 41 939
395 484 797
99 161 881
306 404 539
208 424 331
215 489 561
30 337 489
122 351 83
245 410 119
142 355 471
427 482 371
190 320 989
100 141 242
6 145 402
271 292 297
17 145 147
348 462 104
140 317 662
105 177 889
146 490 791
92 313 964
108 363 263
174 432 626
391 478 894
302 459 261
9 348 832
370 444 291
54 365 383
63 416 311
50 426 306
106 229 943
241 404 851
193 213 979
213 314 634
338 480 42
29 408 907
462 487 704
301 390 566
179 441 514
236 280 294
48 412 19
268 407 749
405 490 731
167 408 67
103 156 738
444 492 372
148 437 373
74 244 468
301 483 999
30 378 858
224 480 110
56 444 225
304 429 691
6 170 490
206 342 793
4 425 447
23 223 160
167 432 914
128 410 341
344 408 292
436 477 827
164 287 832
37 357 962
132 242 848
132 146 35
286 291 606
100 208 276
227 411 226
72 162 22
60 438 704
99 138 402
76 285 688
30 61 73
23 257 118
112 226 134
211 433 416
367 423 845
208 334 963
52 210 395
132 301 115
169 293 937
326 376 15
359 408 709
18 133 96
295 298 348
93 476 204
358 361 941
64 419 819
40 172 270
203 263 694
146 261 433
32 262 604
63 124 898
1 65 141
391 421 453
382 389 81
136 339 952
22 227 307
18 163 252
102 364 57
393 460 47
301 491 809
185 483 411
259 433 897
22 196 912
267 456 264
72 490 433
375 396 666
340 495 492
307 481 339
97 327 309
18 146 871
48 366 430
2 282 248
248 317 950
90 230 574
89 160 632
209 418 290
100 180 355
22 485 743
37 106 564
97 310 965
218 477 260
33 156 387
44 101 609
96 449 96
347 442 519
83 302 78
105 237 187
133 336 12
271 310 172
301 368 761
55 400 163
53 325 748
59 117 879
39 396 661
94 258 555
219 440 189
21 326 244
94 124 817
358 492 230
362 376 832
139 330 369
266 427 833
347 435 174
33 371 358
207 328 779
96 240 61
291 421 550
113 259 992
130 416 717
170 250 184
43 386 33
424 464 293
1 80 931
324 355 534
296 436 156
37 44 807
419 481 30
404 489 775
137 249 521
110 304 957
41 484 964
339 385 942
303 352 81
100 107 51
209 226 81
135 217 583
285 454 612
242 379 570
19 80 215
10 95 634
10 149 747
325 449 408
6 134 727
114 172 814
47 412 919
44 168 850
229 295 887
157 330 672
227 261 159
69 99 309
22 183 568
114 482 530
44 424 552
147 181 37
350 417 367
14 433 694
391 402 224
38 93 549
29 424 965
352 486 497
101 430 894
42 299 224
154 178 462
374 497 413
31 87 960
318 471 851
206 372 104
97 155 43
440 490 469
412 468 119
248 450 606
199 397 211
319 334 294
249 285 71
98 243 578
39 381 163
98 410 84
32 347 634
208 481 757
255 396 280
96 422 944
2 113 779
31 134 154
295 311 623
238 248 572
388 395 482
3 363 90
150 328 676
189 431 437
60 66 196
85 481 568
206 351 606
35 456 546
10 101 484
160 329 819
15 467 660
30 355 842
302 351 341
197 286 232
298 380 237
372 477 730
23 273 438
184 281 488
312 437 890
18 145 440
212 329 354
65 76 284
230 266 901
6 256 49
263 432 558
143 208 442
14 146 996
336 489 907
315 386 289
90 245 749
56 143 574
24 484 426
21 474 923
166 457 52
58 163 554
297 465 775
397 445 458
299 499 995
180 193 799
41 455 252
115 222 477
1 285 524
10 111 28
359 476 724
135 205 309
110 411 857
3 86 819
433 438 981
183 496 333
44 76 909
358 451 135
113 155 263
136 468 46
116 451 240
276 341 41
20 100 857
360 388 726
47 61 757
267 292 239
11 85 402
17 133 585
201 447 140
104 262 340
116 246 464
17 468 823
120 233 103
200 295 924
369 444 771
246 405 508
29 191 788
299 440 816
104 415 525
92 405 510
312 325 505
173 317 635
1 334 775
110 127 879
193 259 211
352 403 867
327 421 43
136 325 919
274 319 208
220 281 799
312 430 216
180 253 240
8 126 293
297 461 353
201 242 6
251 313 534
335 452 582
14 94 929
442 482 969
32 289 870
268 403 878
407 499 53
301 470 950
43 194 877
169 364 748
34 411 811
48 281 507
128 478 357
401 418 72
28 80 40
207 285 947
105 335 389
43 440 915
175 197 686
23 255 51
13 484 170
2 323 791
71 406 2
42 127 837
84 233 982
154 354 795
7 215 708
169 395 853
43 419 868
154 169 593
419 490 789
86 322 511
111 272 682
154 487 726
78 268 76
329 357 681
324 374 171
120 425 601
288 387 474
322 496 109
291 461 276
284 410 958
479 488 875
177 443 110
230 297 764
250 479 676
195 444 500
223 340 68
87 347 711
62 191 736
130 437 56
326 406 134
22 47 891
84 458 561
350 434 801
245 447 650
75 208 68
109 364 565
66 474 518
50 354 373
148 315 855
1 306 28
185 215 410
55 128 745
66 326 245
33 378 88
232 239 373
169 426 406
417 479 230
4 331 425
188 476 169
53 351 640
92 442 779
81 268 714
356 447 115
398 414 505
149 343 123
96 124 372
203 401 969
45 297 690
56 216 10
196 356 526
188 406 282
197 303 573
220 325 699
279 478 880
67 381 839
343 476 538
31 232 856
158 203 109
66 152 439
42 195 797
248 430 572
169 313 513
46 333 843
117 275 204
101 217 548
28 142 208
262 278 431
390 494 279
160 362 822
47 259 110
281 398 64
139 484 617
293 389 488
414 422 84
392 425 168
112 396 495
337 394 769
438 448 962
258 354 418
71 387 116
119 252 102
264 294 593
100 469 870
74 488 310
154 273 510
123 338 159
294 318 963
31 128 785
318 392 184
90 196 626
345 471 205
100 295 506
219 406 969
233 425 555
361 399 243
23 220 479
39 127 719
65 132 498
98 321 282
167 205 769
159 468 846
359 442 548
233 314 465
251 383 875
85 346 73
75 329 579
342 415 670
274 457 645
57 78 546
355 419 873
101 370 915
58 349 900
51 452 445
295 305 978
9 433 327
29 453 693
81 97 420
110 455 937
261 479 438
48 240 383
50 479 352
408 411 394
72 123 821
232 452 400
113 350 413
186 309 582
172 194 671
200 420 549
102 200 430
384 452 360
17 162 885
159 277 485
206 397 938
272 400 737
34 427 806
312 352 28
256 397 897
69 256 728
179 252 770
71 468 225
107 187 965
349 460 763
105 418 674
12 476 374
56 328 193
97 394 497
128 267 436
55 366 508
191 323 95
321 348 472
9 389 106
83 446 974
211 306 397
9 149 343
55 180 946
119 482 640
328 453 111
49 181 444
29 81 147
138 303 131
200 463 923
129 360 5
460 494 933
272 319 882
20 487 960
136 448 731
91 201 522
185 380 613
57 141 465
109 161 142
238 465 240
146 329 923
333 366 467
118 479 369
240 278 352
144 249 952
239 465 159
297 396 834
146 282 831
104 420 468
102 128 65
181 245 249
316 451 980
98 232 846
14 24 149
268 412 230
29 275 711
125 338 816
181 313 669
256 495 758
27 295 55
299 495 757
191 274 423
155 250 741
41 216 254
87 183 675
185 237 783
44 139 455
4 426 130
90 414 215
33 249 397
209 405 695
103 276 268
131 360 94
322 336 907
344 391 579
256 359 953
36 217 576
62 476 48
113 149 171
155 220 194
154 372 862
270 337 859
45 377 443
35 403 706
142 463 502
46 482 295
164 282 742
225 344 787
250 312 859
370 498 961
229 421 981
274 433 988
230 272 518
17 123 901
207 414 11
188 363 273
18 44 669
132 135 858
14 374 495
13 143 254
10 219 787
7 341 207
10 272 869
181 483 840
91 365 336
44 132 252
80 238 838
28 203 879
9 222 797
179 184 560
390 426 144
314 447 452
287 422 388
163 268 972
102 413 688
11 213 273
238 321 820
217 356 242
430 471 76
119 140 167
273 435 968
88 341 441
20 94 834
404 484 165
73 304 804
28 489 292
9 27 650
188 307 435
426 461 984
15 306 13
369 462 557
117 209 498
232 256 402
221 387 113
44 446 758
70 429 141
35 241 454
387 429 486
160 220 241
97 100 919
193 278 422
83 479 92
245 415 307
96 271 596
212 477 165
136 259 380
76 361 803
371 442 380
200 251 451
13 312 994
334 457 61
15 106 796
303 437 46
204 442 132
7 385 193
298 478 892
203 353 592
20 92 664
322 449 864
107 286 59
183 340 885
211 288 138
17 419 633
110 350 397
214 453 478
422 483 516
202 287 144
193 334 893
131 260 778
17 257 14
148 446 780
65 485 854
198 367 778
203 334 427
185 419 216
332 495 225
433 480 9
103 418 771
139 399 800
262 449 58
79 269 721
214 464 926
202 339 988
242 259 920
446 466 22
313 386 439
71 288 948
191 475 865
23 158 401
215 256 194
65 321 451
81 141 464
217 254 364
199 261 265
268 382 940
172 367 850
92 127 668
176 414 450
63 481 582
26 482 436
59 142 127
178 421 625
134 204 688
270 389 785
67 493 589
146 331 252
164 271 577
318 412 888
351 353 968
104 198 602
133 485 487
283 455 634
297 473 642
31 136 653
157 456 904
82 89 704
14 499 347
19 259 830
17 56 134
433 473 81
251 482 699
374 429 423
72 106 217
64 387 263
112 177 862
184 245 208
105 313 241
116 132 79
6 398 235
27 344 39
70 458 766
205 465 26
155 254 201
327 384 248
227 307 916
399 408 811
37 380 84
156 427 591
3 238 357
111 131 428
434 446 773
39 291 972
163 195 433
359 396 691
42 294 332
3 280 599
38 394 894
321 359 23
44 476 826
329 364 430
5 449 498
174 189 663
171 306 377
146 300 731
143 423 513
381 407 32
36 225 159
351 492 920
458 478 714
77 160 119
24 439 734
107 338 257
23 151 335
184 221 174
46 136 425
325 355 722
37 128 395
99 259 692
359 389 563
137 216 451
203 390 136
171 176 333
54 208 758
373 398 228
87 101 283
158 304 489
142 492 763
31 217 202
1 47 123
173 455 676
173 343 933
262 349 226
61 160 790
6 125 651
267 296 206
311 331 909
137 246 611
210 381 902
2 169 24
85 408 693
427 484 138
166 453 549
42 231 503
73 275 791
42 283 171
146 367 43
179 446 508
131 181 907
242 370 170
87 299 233
168 317 207
202 386 214
403 441 310
22 278 173
272 497 228
76 135 230
176 226 203
106 388 923
266 437 332
190 307 535
359 428 890
46 480 287
82 93 712
382 385 136
124 474 150
296 406 108
41 379 718
308 493 96
26 303 95
293 341 101
153 314 925
19 385 887
17 166 664
124 279 390
301 353 891
269 307 707
293 497 40
75 358 81
125 407 920
129 215 866
148 277 268
331 339 579
306 479 504
399 420 5
20 367 116
3 435 761
227 397 868
18 112 259
90 210 19
33 157 369
450 461 276
84 444 425
277 280 206
48 171 397
366 433 607
183 318 133
39 332 115
166 468 818
443 462 949
16 346 869
23 172 712
139 398 471
45 212 334
165 315 252
121 128 989
343 477 834
345 353 53
132 208 780
149 151 404
36 249 820
233 413 935
20 198 580
179 188 499
107 125 215
53 148 141
109 410 729
241 333 591
338 387 180
52 451 183
41 367 368
143 225 923
136 470 400
166 459 514
22 58 201
56 110 588
38 237 419
294 484 978
9 430 117
44 224 479
11 330 271
245 472 568
93 363 416
78 194 905
268 466 852
176 324 821
33 370 237
360 433 582
158 345 390
260 476 791
429 431 349
47 235 564
149 466 119
198 495 242
238 474 773
87 142 514
57 302 778
173 375 905
34 105 309
45 471 771
257 392 336
11 366 578
46 264 491
246 315 679
344 487 822
33 271 277
134 165 733
295 475 924
139 390 954
34 373 111
174 265 898
239 436 50
164 376 332
405 483 542
153 414 630
140 347 585
204 494 202
117 159 264
245 300 612
114 442 732
154 210 751
123 271 179
312 342 543
13 65 602
303 452 755
43 256 466
152 434 625
157 497 477
378 396 500
126 377 189
292 349 581
68 82 107
279 386 954
65 69 612
274 352 814
202 460 665
155 187 768
468 499 799
67 322 710
60 245 474
47 205 237
166 284 453
231 311 578
260 388 158
69 198 580
5 474 222
155 315 466
224 235 224
275 363 477
162 254 938
181 387 269
55 277 647
32 148 545
6 229 599
277 279 212
138 199 343
363 366 818
200 264 861
227 326 370
315 417 523
209 327 224
34 203 340
123 484 764
229 363 785
300 474 848
28 162 516
50 78 297
110 427 721
216 354 396
81 153 115
61 229 921
44 275 473
30 347 934
316 384 186
254 408 323
58 357 214
224 464 663
12 413 598
276 349 80
341 401 340
77 397 123
238 485 231
72 248 78
10 231 118
130 313 248
111 305 958
408 463 319
64 279 324
238 262 984
119 246 947
327 391 250
54 469 101
146 320 157
358 478 41
17 236 516
174 364 767
230 408 964
293 302 171
404 440 76
86 110 715
405 474 701
138 345 734
213 448 749
360 372 284
134 156 60
90 157 122
2 373 187
221 235 321
285 465 573
164 319 603
212 497 505
56 168 991
9 372 329
127 381 164
34 37 897
364 452 974
23 354 537
156 493 945
125 393 606
333 357 34
224 247 461
131 273 395
93 401 136
118 157 740
132 469 575
388 418 141
292 406 91
248 348 262
255 270 189
88 145 215
173 261 365
217 493 929
19 43 954
193 310 284
222 389 59
153 176 766
379 471 916
113 211 146
275 473 689
37 84 382
385 448 534
276 322 999
190 311 388
8 78 259
183 238 83
192 484 627
7 342 577
91 200 208
39 186 224
3 362 149
191 212 674
191 239 969
14 353 283
323 364 374
271 296 868
109 424 233
376 450 345
327 394 198
173 292 14
51 438 821
355 365 638
1 297 359
23 367 437
361 444 529
276 498 214
241 489 238
221 339 912
37 169 873
274 443 579
42 297 613
19 110 80
179 289 772
310 422 129
6 488 449
94 129 489
182 435 202
100 226 753
256 383 717
218 476 116
222 362 869
217 409 327
311 359 458
71 132 879
141 238 679
54 84 759
240 444 225
146 273 81
215 445 891
385 394 247
247 424 920
255 370 392
264 414 28
281 362 602
371 426 185
44 325 875
4 365 657
336 420 126
96 253 738
150 495 437
325 442 643
118 407 983
149 437 905
255 430 772
91 196 625
2 124 18
152 473 844
122 397 322
243 425 963
57 453 431
181 328 430
13 361 835
218 268 252
296 318 421
284 442 548
168 378 311
5 8 678
132 317 649
80 180 10
310 477 10
288 456 155
63 355 405
203 328 177
92 193 174
186 356 884
45 459 58
58 212 497
322 474 651
168 352 599
36 89 838
49 420 473
9 297 604
44 255 489
216 278 218
232 392 850
254 350 58
309 464 324
128 136 44
215 473 912
335 384 77
136 301 224
283 339 579
263 437 617
59 482 82
292 496 11
106 255 326
223 462 521
10 250 921
107 248 119
150 385 393
150 195 886
88 302 208
85 93 561
208 248 340
37 121 50
14 277 590
488 497 257
409 457 159
258 370 578
112 401 815
69 161 740
30 302 942
174 329 972
358 496 226
43 321 507
197 445 383
147 442 167
111 182 562
215 273 55
75 100 506
420 428 834
213 498 379
149 421 986
265 285 706
205 352 404
126 390 928
99 467 407
351 382 598
169 252 903
231 382 101
215 341 21
180 265 636
212 247 931
7 412 5
52 460 727
136 491 533
100 331 782
37 486 187
31 340 495
40 274 994
214 299 958
113 116 981
414 464 401
344 435 362
338 405 253
301 347 661
385 494 853
81 468 719
224 347 502
3 216 753
44 59 774
176 343 32
12 315 362
220 368 28
249 387 175
442 446 15
11 392 452
157 259 845
19 77 861
92 122 79
11 246 707
203 435 675
222 446 116
350 493 391
192 200 993
67 434 917
11 119 902
35 153 116
334 455 224
421 431 924
313 359 546
440 469 378
57 367 336
163 242 417
366 466 242
276 363 197
93 121 913
31 395 723
210 397 837
195 216 403
249 416 616
237 320 853
400 416 605
149 265 732
384 496 653
186 347 789
129 493 749
111 278 392
122 490 528
181 470 693
90 491 681
198 405 493
125 163 621
42 473 591
309 478 933
413 416 465
89 172 914
181 480 70
304 361 680
2 326 962
95 248 584
312 317 333
62 218 200
99 289 845
111 194 481
428 464 751
19 138 8
330 379 66
320 442 711
54 284 954
259 318 134
137 456 522
12 447 145
316 433 10
262 324 897
425 488 95
121 242 545
361 362 404
231 266 641
21 215 891
147 406 613
122 317 491
350 487 811
197 473 260
48 218 671
107 276 869
209 350 554
9 453 613
245 266 135
315 365 559
360 364 606
193 477 470
209 234 194
366 380 428
330 389 745
29 230 631
68 196 439
1 489 392
38 298 288
59 442 108
288 464 994
378 463 325
63 408 844
205 458 39
238 369 741
272 385 3
379 450 203
298 451 751
333 369 49
242 329 129
231 370 625
256 305 156
93 442 434
95 156 393
226 408 864
142 160 118
312 394 296
266 452 244
280 378 97
195 219 104
44 88 572
259 447 269
288 427 465
331 429 726
106 307 679
285 427 67
155 357 369
59 483 199
210 385 167
218 323 425
119 245 683
4 307 460
338 418 959
15 476 46
85 261 616
82 386 259
146 346 950
243 275 311
246 404 957
100 309 284
107 206 535
173 370 547
106 202 63
40 276 534
3 5 357
135 149 790
230 285 419
140 282 878
264 468 91
28 262 569
92 339 399
226 303 528
456 498 906
73 419 302
136 161 628
275 374 958
341 374 660
428 491 557
142 236 976
137 150 763
162 246 761
123 354 631
94 470 291
201 377 890
285 443 855
63 320 216
6 99 11
229 362 994
432 483 735
258 347 133
272 399 635
215 382 600
141 403 220
263 416 32
215 224 907
45 324 338
229 453 970
317 408 830
387 490 506
164 235 484
23 116 590
63 129 861
77 83 228
12 83 153
85 363 654
206 234 593
9 138 959
163 484 248
280 400 612
282 467 730
175 353 644
85 257 941
21 267 894
40 446 840
89 164 826
216 476 171
65 476 334
174 402 931
30 250 186
129 352 809
25 326 867
150 298 103
300 485 128
181 321 24
78 364 995
43 492 686
27 248 868
128 429 248
351 488 793
217 308 575
260 407 310
85 149 813
466 484 820
54 200 531
249 485 481
92 372 518
60 341 209
133 392 227
34 148 350
65 465 128
324 426 156
78 259 213
94 279 994
318 447 463
239 311 492
113 366 728
341 487 274
185 326 314
59 76 599
196 376 741
52 322 913
194 324 466
360 477 135
114 358 942
79 432 631
139 338 546
144 494 504
353 436 163
230 443 847
19 106 26
280 291 120
125 186 958
12 429 619
2 58 461
7 382 560
45 354 239
60 471 399
88 308 859
77 276 316
43 217 481
37 42 394
175 406 836
133 181 279
373 405 70
63 383 886
100 234 137
224 323 92
132 272 818
346 366 78
402 421 674
331 419 871
142 424 120
188 446 133
298 401 402
187 382 43
6 150 816
78 100 252
192 395 19
299 429 729
155 394 400
219 291 217
244 418 524
232 465 556
131 242 915
191 229 88
64 392 230
101 109 865
14 359 610
208 317 57
158 249 317
26 431 7
256 288 172
279 411 400
15 320 316
240 474 276
87 259 75
256 282 819
118 462 274
6 394 145
57 305 720
53 393 714
261 266 407
113 139 995
99 374 586
77 377 130
18 253 432
287 360 226
66 120 463
7 55 197
263 488 22
27 472 20
350 354 796
309 329 153
338 341 22
166 376 515
84 93 933
204 430 576
19 424 103
32 227 690
236 274 529
320 417 250
1 492 184
83 304 402
218 469 562
8 218 51
29 298 332
56 411 983
30 285 567
57 319 21
40 354 383
312 468 642
208 488 962
28 231 7
2 150 864
348 476 841
86 171 525
464 474 141
68 143 97
114 331 281
210 268 744
137 166 779
184 219 146
173 279 47
96 177 522
214 482 338
9 201 755
186 272 161
160 279 38
70 132 149
322 390 79
18 443 738
247 399 496
227 291 376
180 287 206
138 453 475
122 418 704
218 386 356
3 121 877
211 243 409
404 453 895
192 482 829
86 268 139
49 307 890
274 299 742
333 337 293
316 335 387
174 442 745
119 211 221
199 289 485
99 283 80
36 145 163
98 499 816
76 239 793
131 229 698
31 444 797
284 363 380
369 372 751
22 41 914
32 311 41
28 270 805
262 339 211
342 393 457
377 426 815
36 166 256
448 462 3
194 291 944
181 239 114
106 197 942
21 197 624
207 411 740
231 286 49
70 498 864
14 457 324
3 240 840
265 367 252
201 253 64
229 482 94
287 288 390
270 433 825
15 254 473
254 473 129
38 308 180
15 40 525
50 483 900
1 340 858
230 463 463
273 352 553
220 254 642
266 320 559
109 126 774
37 180 923
340 341 654
76 235 627
286 476 310
28 79 678
321 489 269
416 497 327
338 394 469
127 233 226
234 464 470
142 153 801
79 366 850
131 380 375
146 393 535
101 448 826
349 392 98
245 473 201
154 379 939
115 388 324
54 407 291
224 266 658
331 351 823
186 212 992
232 301 157
249 399 437
154 185 950
10 87 84
248 472 642
119 240 691
77 185 869
128 419 839
270 496 746
26 395 545
194 461 656
182 351 365
478 495 217
105 463 128
11 31 444
147 456 741
10 323 997
294 386 22
31 241 30
51 143 859
198 219 907
38 192 682
259 325 630
152 323 443
166 384 372
246 378 515
163 251 661
181 445 537
127 215 24
194 198 339
164 470 787
226 416 777
22 318 922
42 288 795
261 391 488
98 260 240
50 150 867
26 449 586
152 233 812
44 379 576
182 415 553
312 364 821
272 309 580
126 477 548
234 431 724
208 490 639
112 248 945
15 445 527
271 430 1
136 496 303
64 409 214
227 363 913
29 251 124
154 495 66
197 255 48
210 391 521
129 285 331
59 344 133
307 337 482
178 208 418
132 219 317
308 373 315
150 240 13
337 459 578
14 95 781
160 493 338
99 327 503
10 375 262
199 422 586
238 417 170
100 292 151
82 430 284
197 346 706
139 169 279
137 351 74
109 386 186
43 465 83
326 495 208
168 271 864
156 214 638
218 409 485
59 310 605
95 221 501
292 375 533
190 390 243
101 202 527
307 433 610
221 498 342
7 347 211
61 329 823
33 391 269
233 418 583
142 263 757
385 424 689
99 493 857
248 492 985
179 358 297
67 157 335
182 238 885
65 473 375
11 446 451
371 440 113
257 344 417
107 396 958
89 325 291
126 320 620
110 282 109
122 455 749
437 466 992
50 288 703
53 153 887
277 278 685
197 419 456
104 499 564
149 463 784
46 91 480
131 160 566
228 262 139
63 493 347
234 270 633
146 237 965
8 82 427
140 224 193
110 328 319
262 294 622
163 205 754
91 126 364
73 163 24
303 427 170
215 364 31
122 226 282
28 130 926
425 458 754
44 146 240
117 162 219
203 472 393
262 312 568
25 282 793
391 403 891
41 364 829
129 366 377
265 424 646
318 348 603
228 295 140
266 451 59
121 136 916
129 292 773
151 386 439
74 281 532
417 433 549
74 381 818
294 303 110
54 308 805
10 139 286
173 277 512
336 463 322
26 232 670
164 205 910
145 480 903
251 427 161
158 222 7
48 54 135
333 396 128
16 155 897
151 275 749
401 405 206
7 220 786
7 114 283
229 455 884
288 368 355
111 178 311
157 175 206
208 290 327
158 330 13
414 495 261
90 175 835
185 329 948
68 200 746
35 422 519
249 384 448
75 218 299
14 40 726
158 479 190
125 433 508
363 443 283
466 497 41
409 476 911
51 331 800
145 364 871
30 105 195
76 427 597
9 488 186
128 397 434
342 413 724
331 410 895
100 398 932
131 186 183
276 424 44
423 426 421
47 248 812
114 145 316
5 450 682
30 92 752
146 337 508
23 61 751
400 487 219
7 59 603
76 301 641
193 437 101
95 294 226
88 217 763
80 455 48
163 367 300
5 418 604
12 371 553
349 408 812
2 396 548
105 166 731
182 269 926
177 456 758
102 278 107
195 418 429
286 409 673
170 225 813
253 333 500
249 357 772
37 458 215
309 343 491
133 393 834
110 338 557
110 244 725
401 433 91
81 428 99
275 308 988
259 380 243
109 467 413
129 341 519
148 453 818
285 344 908
50 489 119
82 222 423
338 496 6
162 363 932
159 218 798
68 347 843
351 414 227
83 201 969
234 289 730
124 214 394
64 403 3
344 371 31
11 454 450
192 317 620
449 473 726
50 440 329
381 396 137
85 191 856
338 493 793
14 165 700
309 327 240
71 234 567
169 174 473
103 293 356
236 264 144
334 428 483
353 486 263
198 466 346
80 496 172
293 335 474
186 414 376
224 476 794
93 330 548
202 394 794
40 162 172
218 488 387
140 426 158
9 56 153
119 233 678
414 469 656
115 283 555
180 435 678
103 222 941
17 259 261
278 445 974
145 346 50
395 492 65
150 459 371
45 83 191
26 46 462
29 436 526
248 332 158
33 280 586
258 468 380
233 276 814
43 268 699
166 177 711
140 191 765
240 313 315
69 209 700
275 294 158
76 286 67
113 495 250
24 37 662
12 386 965
139 472 874
195 464 924
151 383 101
34 135 978
209 311 964
87 406 738
222 392 458
151 224 687
9 350 193
151 478 516
99 225 430
28 195 457
45 165 927
23 263 301
292 415 904
22 100 146
394 487 351
265 351 586
257 423 984
69 175 820
282 290 752
260 322 852
239 404 645
103 235 686
236 449 233
269 351 625
53 220 186
394 480 504
54 402 575
286 483 901
44 457 226
290 426 230
48 316 645
185 465 749
265 489 655
117 312 265
20 180 100
67 158 426
33 43 472
171 499 8
97 203 239
108 408 424
127 165 389
38 238 544
192 436 361
348 431 793
191 200 729
71 264 753
364 390 907
124 463 640
26 435 260
36 182 113
371 380 475
125 465 156
242 279 15
169 362 204
45 57 445
3 200 552
191 332 541
273 296 170
67 377 37
88 200 247
86 381 101
332 447 893
33 279 800
202 361 905
112 319 972
70 366 128
65 360 6
267 369 416
448 474 701
16 355 216
140 286 147
242 380 323
86 277 504
223 252 561
77 306 225
85 107 946
92 99 135
113 492 206
299 434 209
47 266 812
343 347 923
106 173 157
60 410 673
174 250 864
387 457 550
47 123 858
224 442 726
151 193 998
398 403 715
29 163 88
117 464 257
308 363 37
76 297 723
123 133 740
260 459 517
406 420 593
188 372 845
137 353 125
83 208 404
184 225 327
202 283 161
197 232 938
176 331 407
28 243 316
302 342 724
126 424 100
121 150 875
26 472 307
38 125 491
269 276 208
41 447 96
328 395 996
48 381 274
209 256 289
230 338 662
237 402 10
109 127 509
8 170 514
156 351 514
229 250 455
134 319 6
435 465 949
150 289 806
231 257 638
11 445 588
174 279 680
20 277 992
96 236 378
148 333 717
155 230 903
399 471 194
109 460 691
4 22 23
39 446 181
30 71 801
229 390 182
90 478 619
198 427 280
201 339 884
15 52 813
267 337 579
2 227 265
259 302 382
146 425 449
68 96 408
16 325 401
262 432 73
77 91 898
83 210 416
51 463 435
64 277 198
11 396 198
60 183 614
73 87 377
9 498 666
206 363 198
82 168 916
46 53 821
432 444 10
178 236 268
421 442 372
208 216 2
152 220 56
331 414 465
190 289 50
305 425 240
35 114 294
13 348 163
195 268 964
59 119 20
7 315 929
64 169 514
136 208 773
54 187 676
182 384 359
137 393 977
44 57 293
146 278 639
348 416 983
325 434 935
157 373 550
99 281 978
133 179 84
70 439 381
216 377 31
102 239 51
37 283 441
95 116 388
6 74 564
208 433 846
178 396 149
82 491 757
158 419 317
26 206 21
104 405 720
162 235 955
316 403 704
88 422 489
41 301 539
14 477 382
58 332 950
276 385 200
86 423 255
372 439 984
138 413 339
88 290 905
435 456 813
108 402 660
9 465 307
346 418 340
73 222 908
347 443 377
43 172 580
106 181 860
189 478 709
168 390 817
462 485 934
389 451 254
195 339 857
445 478 529
301 367 2
40 436 194
318 472 386
105 262 120
221 458 313
68 233 918
289 373 384
10 146 519
90 385 615
42 138 545
4 114 303
297 307 502
3 145 116
180 245 942
192 452 617
114 402 232
3 115 832
374 377 558
198 309 158
248 357 451
2 374 82
85 98 144
91 97 654
175 200 204
35 50 115
64 334 8
125 184 724
378 482 72
285 313 502
8 97 670
123 204 615
339 434 945
170 318 567
226 390 904
297 404 865
473 499 116
2 380 992
91 482 607
189 494 516
183 216 364
194 233 694
197 465 162
80 399 139
274 460 353
12 479 911
321 384 293
36 401 325
1 497 911
345 478 83
56 349 105
356 375 446
227 352 744
6 84 515
107 466 185
76 358 413
114 296 879
11 165 693
229 255 467
197 263 471
128 345 846
473 490 538
90 248 287
290 332 63
190 332 197
62 498 527
357 435 686
76 154 528
58 68 215
205 278 206
264 395 855
68 221 354
94 158 980
36 471 431
232 463 681
267 319 250
68 409 15
163 320 967
94 388 437
191 471 777
133 192 968
263 405 634
42 474 588
241 272 150
267 274 341
15 461 3
313 362 347
337 385 579
190 240 882
296 489 108
221 481 971
196 283 383
214 330 693
8 40 588
59 410 792
271 360 694
239 327 492
96 282 488
248 346 844
4 353 223
54 227 811
327 487 597
185 356 323
220 454 995
420 494 310
35 342 629
273 335 71
5 275 635
360 387 131
